STOPPOINTREF,VEHICLEREF,PROGRESSRATE,EXPECTEDDEPARTURETIME,EXPECTEDARRIVALTIME,ORIGINAIMEDDEPARTURETIME,AIMEDARRIVALTIME,RECORDEDATTIME,STOPPOINT,VISITNUMBER,DATAFRAMEREF,STOPPOINTNAME,JOURNEYPATTERNREF,DATEDVEHICLEJOURNEYREF,SITUATIONSIMPLEREF1,SITUATIONSIMPLEREF2,SITUATIONSIMPLEREF3,SITUATIONSIMPLEREF4,SITUATIONSIMPLEREF5,BEARING,OPERATORREF,DESTINATIONNAME,BLOCKREF,LINEREF,DIRECTIONREF,PUBLISHEDLINENAME,DESTINATIONREF,ORIGINREF,VEHICLELOCATIONLONGITUDE,VEHICLELOCATIONLATITUDE,ARRIVALPROXIMITYTEXT,DISTANCEFROMSTOP,NUMBEROFSTOPSAWAY,PROGRESSSTATUS,MONITORED,ESTIMATEDPASSENGERCAPACITY,ESTIMATEDPASSENGERCOUNT,DATE,TS,UUID,INGESTION_TIME,SOURCE_SYSTEM,PROCESSING_STATUS
MTA_450084,MTABC_3394,noProgress,,,2025-08-07T18:15:00.000-04:00,2025-08-07T18:15:00.529-04:00,2025-08-07T18:11:18.000-04:00,,1,2025-08-07,MADISON AV / E 24 ST,MTA_BXM60129,MTABC_43136592-ECPC5-EC_C5-Weekday-03,,,,,,55.007980347,MTABC,PARKCHESTER MET OVAL via METRO AV,MTABC_ECPC5-EC_C5-Weekday-03_7885183,MTABC_BXM6,0,BxM6,MTA_984018,MTA_450084,-73.98765564,40.741359711,at stop,0,0,layover,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.311,07dfe1a5-1ed4-46ce-8267-b268ab3489fe,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_150040,MTABC_3395,normalProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,,2025-08-07T17:46:45.513-04:00,2025-08-07T18:11:36.000-04:00,,1,2025-08-07,CROSBY AV/WESTCHESTER AV,MTA_BXM80191,MTABC_43137154-ECPC5-EC_C5-Weekday-03,,,,,,128.313095093,MTABC,PELHAM BAY WESTCHESTER AVE via BRUCKNER BL,MTABC_ECPC5-EC_C5-Weekday-03_7885279,MTABC_BXM8,0,BxM8,MTA_103945,MTA_981013,-73.832138062,40.846878052,at stop,0,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.310,20c093dc-3b6f-4c47-9560-6d0e9e3475e4,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_403485,MTABC_3359,normalProgress,,,,2025-08-07T18:07:50.496-04:00,2025-08-07T18:11:25.000-04:00,,1,2025-08-07,BROADWAY/W 220 ST,MTA_BXM10144,MTABC_43139262-YOPC5-YO_C5-Weekday-03,,,,,,214.724639893,MTABC,EAST MIDTOWN 34 ST via INWOOD via LEX AV,MTABC_YOPC5-YO_C5-Weekday-03_7885724,MTABC_BXM1,1,BxM1,MTA_403821,MTA_100469,-73.910438538,40.874267578,< 1 stop away,274,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.309,3cf523cd-46b0-4364-a2a0-ec650fb516a9,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_553178,MTABC_3362,normalProgress,2025-08-07T18:36:44.608-04:00,2025-08-07T18:36:44.608-04:00,,2025-08-07T18:42:00.479-04:00,2025-08-07T18:11:16.000-04:00,,1,2025-08-07,WOODHAVEN BLVD/BOOTH ST,MTA_QM110157,MTABC_43121282-CPPC5-CP_C5-Weekday-03,MTABC_lmm:planned_work:23568,,,,,54.494693756,MTABC,REGO PARK LEFRAK CITY,MTABC_CPPC5-CP_C5-Weekday-03_7883468,MTABC_QM11,0,QM11,MTA_551693,MTA_450506,-73.974822998,40.74508667,6.1 miles away,9782,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.309,115f671a-e077-490c-a812-b337343d6cd1,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_401360,MTABC_3366,normalProgress,2025-08-07T18:13:26.888-04:00,2025-08-07T18:13:26.888-04:00,,2025-08-07T17:51:00.470-04:00,2025-08-07T18:11:18.000-04:00,,1,2025-08-07,7 AV/W 34 ST,MTA_BXM20162,MTABC_43138953-YOPC5-YO_C5-Weekday-03,MTABC_lmm:planned_work:23212,,,,,233.372116089,MTABC,WEST MIDTOWN PENN STA-34 ST via KAPPOCK ST,MTABC_YOPC5-YO_C5-Weekday-03_7885694,MTABC_BXM2,1,BxM2,MTA_401360,MTA_100469,-73.988853455,40.753353119,< 1 stop away,353,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.309,47dadfd8-8391-48be-ae13-9a3953f7e806,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_150037,MTABC_3370,normalProgress,2025-08-07T18:25:09.354-04:00,2025-08-07T18:25:09.354-04:00,,2025-08-07T18:17:00.456-04:00,2025-08-07T18:11:38.000-04:00,,1,2025-08-07,BRUCKNER BLVD/WHITE PLAINS RD,MTA_BXM80191,MTABC_43137276-ECPC5-EC_C5-Weekday-03,,,,,,114.264762878,MTABC,PELHAM BAY WESTCHESTER AVE via BRUCKNER BL,MTABC_ECPC5-EC_C5-Weekday-03_7885318,MTABC_BXM8,0,BxM8,MTA_103945,MTA_981013,-73.919776917,40.797336578,4.0 miles away,6380,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.309,94be8427-e02a-4688-8e61-d5d3ba24172e,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_450024,MTABC_3312,normalProgress,2025-08-07T18:14:54.740-04:00,2025-08-07T18:14:54.740-04:00,,2025-08-07T18:14:32.412-04:00,2025-08-07T18:11:28.000-04:00,,1,2025-08-07,6 AV/W 55 ST,MTA_QM20311,MTABC_43120229-CPPC5-CP_C5-Weekday-03,,,,,,54.593875885,MTABC,BAY TERRACE BELL BL via WHITESTONE EXY,MTABC_CPPC5-CP_C5-Weekday-03_7883547,MTABC_QM2,0,QM2,MTA_552664,MTA_450392,-73.98009491,40.760341644,< 1 stop away,364,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.308,7f63d116-72d7-4b5c-aea2-9e2ee61ea9ca,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_450224,MTABC_3315,normalProgress,2025-08-07T18:12:01.798-04:00,2025-08-07T18:12:01.798-04:00,,2025-08-07T18:18:22.405-04:00,2025-08-07T18:11:23.000-04:00,,1,2025-08-07,E 57 ST/MADISON AV,MTA_QM50330,MTABC_43120305-CPPC5-CP_C5-Weekday-03,,,,,,336.427185059,MTABC,MIDTOWN 57 ST via 6 AV,,MTABC_QM5,1,QM5,MTA_981010,MTA_502345,-73.973808289,40.762954712,approaching,131,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.308,34d0f424-bae3-4221-8f33-e22b288b701f,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_306562,MTABC_3324,normalProgress,2025-08-07T18:36:58.423-04:00,2025-08-07T18:36:58.423-04:00,,2025-08-07T18:31:52.398-04:00,2025-08-07T18:11:39.000-04:00,,1,2025-08-07,MCDONALD AV/CATON AV,MTA_BM30112,MTABC_43213298-SCPC5-SC_C5-Weekday-03,MTABC_lmm:planned_work:23567,,,,,284.441802979,MTABC,SHEEPSHEAD BAY EMMONS AV via OCEAN AV,MTABC_SCPC5-SC_C5-Weekday-03_7895664,MTABC_BM3,0,BM3,MTA_300368,MTA_981005,-73.97454834,40.733005524,8.9 miles away,14302,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.308,fcfeef87-80f9-4160-b20e-8d1281af551a,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_300240,MTABC_3338,normalProgress,2025-08-07T18:12:15.518-04:00,2025-08-07T18:12:15.518-04:00,,2025-08-07T17:49:07.374-04:00,2025-08-07T18:11:19.000-04:00,,1,2025-08-07,AVENUE U/E 71 ST,MTA_BM10194,MTABC_43213460-SCPC5-SC_C5-Weekday-03,MTABC_lmm:alert:456941,MTABC_lmm:planned_work:23567,,,,3.961205244,MTABC,MILL BASIN - E. 66 ST via AVENUE K,MTABC_SCPC5-SC_C5-Weekday-03_7895684,MTABC_BM1,0,BM1,MTA_983014,MTA_450387,-73.910484314,40.619998932,< 1 stop away,309,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.307,6d4fb290-e71b-415b-a914-a02ba59c9835,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_553141,MTABC_3342,normalProgress,2025-08-07T18:13:29.532-04:00,2025-08-07T18:13:29.532-04:00,,2025-08-07T17:35:23.367-04:00,2025-08-07T18:11:27.337-04:00,,1,2025-08-07,WOODHAVEN BLVD/METROPOLITAN AV,MTA_BM50082,MTABC_43213286-SCPC5-SC_C5-Weekday-03,,,,,,316.925170898,MTABC,SPRING CREEK SEAVIEW AV via LINDEN BL via PENN AV,MTABC_SCPC5-SC_C5-Weekday-03_7895633,MTABC_BM5,0,BM5,MTA_983015,MTA_981005,-73.861976624,40.716621399,< 1 stop away,566,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.307,f8d2ad60-bcde-413e-84b3-b92bf7ab6fa2,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_450059,MTABC_3340,normalProgress,2025-08-07T18:14:37.517-04:00,2025-08-07T18:14:37.517-04:00,,2025-08-07T18:12:00.361-04:00,2025-08-07T18:11:28.000-04:00,,1,2025-08-07,5 AV/W 48 ST,MTA_BM30112,MTABC_43213305-SCPC5-SC_C5-Weekday-03,MTABC_lmm:planned_work:23567,,,,,233.145111084,MTABC,SHEEPSHEAD BAY EMMONS AV via OCEAN AV,MTABC_SCPC5-SC_C5-Weekday-03_7895666,MTABC_BM3,0,BM3,MTA_300368,MTA_981005,-73.975990295,40.76020813,< 1 stop away,358,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.307,6e9b32e7-add8-4e9b-9537-7b572bd08efe,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_301943,MTABC_3345,normalProgress,2025-08-07T18:12:35.936-04:00,2025-08-07T18:12:35.936-04:00,,2025-08-07T17:39:09.353-04:00,2025-08-07T18:11:42.000-04:00,,1,2025-08-07,LINDEN BLVD/LOGAN ST,MTA_BM50082,MTABC_43213282-SCPC5-SC_C5-Weekday-03,,,,,,215.448074341,MTABC,SPRING CREEK SEAVIEW AV via LINDEN BL via PENN AV,MTABC_SCPC5-SC_C5-Weekday-03_7895669,MTABC_BM5,0,BM5,MTA_983015,MTA_981005,-73.871185303,40.667366028,< 1 stop away,204,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.307,03426b44-bc89-4614-95fe-5938009a0823,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_504127,MTABC_1535,normalProgress,2025-08-07T18:12:59.867-04:00,2025-08-07T18:12:59.867-04:00,,2025-08-07T18:12:53.317-04:00,2025-08-07T18:11:40.385-04:00,,1,2025-08-07,FRESH POND RD/CATALPA AV,MTA_QM340047,MTABC_43129266-LGPC5-LG_C5-Weekday-03,,,,,,297.962219238,MTABC,GLENDALE 73 ST via ELIOT AVE,MTABC_LGPC5-LG_C5-Weekday-03_7884292,MTABC_QM34,0,QM34,MTA_982184,MTA_450002,-73.896499634,40.705635071,< 1 stop away,233,0,,true,65,6,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.306,d4ab0b9f-5bc2-45ab-a97b-e529c749279a,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_552337,MTABC_1531,normalProgress,2025-08-07T18:13:44.405-04:00,2025-08-07T18:13:44.405-04:00,,2025-08-07T18:27:40.311-04:00,2025-08-07T18:11:17.267-04:00,,1,2025-08-07,GUY R BREWER BLVD/FOCH BLVD,MTA_QM210061,MTABC_43115908-BPPC5-BP_C5-Weekday-03,,,,,,15.726101875,MTABC,ROCHDALE VILLAGE via BREWER BL,MTABC_BPPC5-BP_C5-Weekday-03_7882827,MTABC_QM21,0,QM21,MTA_552328,MTA_450078,-73.787117004,40.688575745,< 1 stop away,709,0,,true,65,6,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.306,6ef985fc-42b2-4d36-84b6-b3ff37f75a9a,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_450002,MTABC_1539,noProgress,,,2025-08-07T18:40:00.000-04:00,2025-08-07T18:40:00.304-04:00,2025-08-07T18:11:18.000-04:00,,1,2025-08-07,3 AV/E 38 ST,MTA_QM340047,MTABC_43129281-LGPC5-LG_C5-Weekday-03,,,,,,53.901714325,MTABC,GLENDALE 73 ST via ELIOT AVE,MTABC_LGPC5-LG_C5-Weekday-03_7884297,MTABC_QM34,0,QM34,MTA_982184,MTA_450002,-73.976341248,40.748180389,at stop,0,0,layover,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.306,891a4647-f59c-41d9-a855-0946d338f739,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_302228,MTABC_572,normalProgress,2025-08-07T18:12:14.455-04:00,2025-08-07T18:12:14.455-04:00,,2025-08-07T18:12:53.906-04:00,2025-08-07T18:11:42.000-04:00,,1,2025-08-07,CORTELYOU RD / E 19 ST,MTA_B1030183,MTABC_43213018-SCPC5-SC_C5-Weekday-03,,,,,,204.126693726,MTABC,LIMITED DOWNTOWN BKLYN - TILLARY ST via AVENUE M via AVENUE H,MTABC_SCPC5-SC_C5-Weekday-03_7895759,MTABC_B103,1,B103,MTA_307988,MTA_304090,-73.959754944,40.643344879,approaching,84,0,,true,80,14,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.294,319c554a-5a1e-4906-bc13-861514c95b15,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_350025,MTABC_570,normalProgress,2025-08-07T18:12:37.305-04:00,2025-08-07T18:12:37.305-04:00,,2025-08-07T18:07:06.893-04:00,2025-08-07T18:11:15.000-04:00,,1,2025-08-07,AVENUE H / E 38 ST,MTA_B1030157,MTABC_43213103-SCPC5-SC_C5-Weekday-03,,,,,,183.432449341,MTABC,LIMITED BKLYN COLLEGE - FLATBUSH AV STA via AVENUE M via AVENUE H,,MTABC_B103,1,B103,MTA_307839,MTA_304090,-73.936439514,40.632377625,< 1 stop away,300,0,,true,80,25,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.293,60ed1c28-b8b5-4edd-b402-9cea96ded70d,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_350052,MTABC_503,normalProgress,2025-08-07T18:11:57.129-04:00,2025-08-07T18:11:57.129-04:00,,2025-08-07T18:11:58.881-04:00,2025-08-07T18:11:35.000-04:00,,1,2025-08-07,AVENUE M / E 85 ST,MTA_B1030183,MTABC_43212982-SCPC5-SC_C5-Weekday-03,,,,,,212.888656616,MTABC,LIMITED DOWNTOWN BKLYN - TILLARY ST via AVENUE M via AVENUE H,,MTABC_B103,1,B103,MTA_307988,MTA_304090,-73.901313782,40.632015228,approaching,126,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.293,6fce1f5d-dfec-4640-bd83-3a6f1daaa133,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_302219,MTABC_508,normalProgress,2025-08-07T18:13:48.835-04:00,2025-08-07T18:13:48.835-04:00,,2025-08-07T18:15:00.869-04:00,2025-08-07T18:11:42.000-04:00,,1,2025-08-07,CORTELYOU RD / WESTMINSTER RD,MTA_B1030178,MTABC_43213169-SCPC5-SC_C5-Weekday-03,,,,,,286.613800049,MTABC,LIMITED CANARSIE - WILLIAMS AVE via AVENUE H via AVENUE M,MTABC_SCPC5-SC_C5-Weekday-03_7895768,MTABC_B103,0,B103,MTA_350243,MTA_307175,-73.969604492,40.641860962,< 1 stop away,451,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.292,44393e4f-4f79-46bc-b984-7e5006bda198,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_450409,MTABC_3115,normalProgress,2025-08-07T18:11:54.347-04:00,2025-08-07T18:11:54.347-04:00,,2025-08-07T18:19:00.855-04:00,2025-08-07T18:11:32.000-04:00,,1,2025-08-07,3 AV/E 120 ST,MTA_BXM80191,MTABC_43137148-ECPC5-EC_C5-Weekday-03,,,,,,53.512756348,MTABC,PELHAM BAY WESTCHESTER AVE via BRUCKNER BL,MTABC_ECPC5-EC_C5-Weekday-03_7885276,MTABC_BXM8,0,BxM8,MTA_103945,MTA_981013,-73.938690186,40.79977417,approaching,118,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.292,df4f43ae-d4a6-4a3e-915b-acf82d3b9dc2,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_301814,MTABC_517,normalProgress,2025-08-07T18:12:38.517-04:00,2025-08-07T18:12:38.517-04:00,,2025-08-07T18:11:02.847-04:00,2025-08-07T18:11:45.000-04:00,,1,2025-08-07,E 80 ST/PAERDEGAT 7 ST,MTA_B1030158,MTABC_43212910-SCPC5-SC_C5-Weekday-03,,,,,,317.794281006,MTABC,LIMITED CANARSIE - WILLIAMS AVE via AVENUE H via AVENUE M,MTABC_SCPC5-SC_C5-Weekday-03_7895716,MTABC_B103,0,B103,MTA_350243,MTA_307840,-73.909378052,40.632045746,< 1 stop away,256,0,,true,80,15,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.291,2a8f74c5-44cb-4b06-bbe0-d79bbe9bcff5,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_302695,MTABC_518,normalProgress,2025-08-07T18:12:20.427-04:00,2025-08-07T18:12:20.427-04:00,,2025-08-07T18:16:47.841-04:00,2025-08-07T18:11:28.000-04:00,,1,2025-08-07,CHURCH AV/OCEAN PKWY,MTA_B1030178,MTABC_43213211-SCPC5-SC_C5-Weekday-03,,,,,,22.356891632,MTABC,LIMITED CANARSIE - WILLIAMS AVE via AVENUE H via AVENUE M,MTABC_SCPC5-SC_C5-Weekday-03_7895714,MTABC_B103,0,B103,MTA_350243,MTA_307175,-73.975624084,40.644432068,< 1 stop away,154,0,,true,80,7,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.291,afc301c9-ac93-4a81-a1c6-0ac9f3e9fbfd,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_306420,MTABC_512,normalProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,,2025-08-07T18:09:32.834-04:00,2025-08-07T18:11:30.000-04:00,,1,2025-08-07,AVENUE H/E 56 ST,MTA_B1030158,MTABC_43213143-SCPC5-SC_C5-Weekday-03,,,,,,2.477598906,MTABC,LIMITED CANARSIE - WILLIAMS AVE via AVENUE H via AVENUE M,MTABC_SCPC5-SC_C5-Weekday-03_7895779,MTABC_B103,0,B103,MTA_350243,MTA_307840,-73.922195435,40.633243561,at stop,0,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.290,7c61eb5d-8ea6-4e5c-bc59-0a0514c91d4c,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_350126,MTABC_520,normalProgress,2025-08-07T18:12:09.054-04:00,2025-08-07T18:12:09.054-04:00,,2025-08-07T17:58:00.825-04:00,2025-08-07T18:11:26.000-04:00,,1,2025-08-07,FILLMORE AV / FLATBUSH AV,MTA_B1000120,MTABC_43212703-SCPC5-SC_C5-Weekday-03,,,,,,31.515048981,MTABC,MILL BASIN E. 66 ST,MTABC_SCPC5-SC_C5-Weekday-03_7895793,MTABC_B100,0,B100,MTA_982178,MTA_300788,-73.928703308,40.614307404,approaching,50,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.289,7865796e-ffea-4a4e-bd39-ad78075931a0,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_350076,MTABC_524,normalProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,,2025-08-07T18:02:00.819-04:00,2025-08-07T18:11:29.000-04:00,,1,2025-08-07,CORTELYOU RD/STRATFORD RD,MTA_B1030183,MTABC_43212920-SCPC5-SC_C5-Weekday-03,,,,,,204.331237793,MTABC,LIMITED DOWNTOWN BKLYN - TILLARY ST via AVENUE M via AVENUE H,MTABC_SCPC5-SC_C5-Weekday-03_7895774,MTABC_B103,1,B103,MTA_307988,MTA_304090,-73.967933655,40.639671326,at stop,8,0,,true,80,30,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.289,383ac2a6-1ea8-4fe2-b846-aff2534ad25c,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_921855,MTABC_538,noProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,,2025-08-07T18:02:00.809-04:00,2025-08-07T18:11:36.000-04:00,,1,2025-08-07,39 AV/MAIN ST,MTA_Q660291,MTABC_43121145-CPPC5-CP_C5-Weekday-03,,,,,,195.405838013,MTABC,FLUSHING via NORTHERN BL,MTABC_CPPC5-CP_C5-Weekday-03_7883792,MTABC_Q66,0,Q66,MTA_921855,MTA_505066,-73.830818176,40.760196686,at stop,4,0,layover,true,80,27,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.288,6a03ed62-5659-400b-b07a-6d0d7c8f0781,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_553117,MTABC_534,normalProgress,2025-08-07T18:12:25.950-04:00,2025-08-07T18:12:25.950-04:00,,2025-08-07T18:13:53.796-04:00,2025-08-07T18:11:18.000-04:00,,1,2025-08-07,SANFORD AV/KISSENA BLVD,MTA_Q650373,MTABC_43121778-CPPC5-CP_C5-Weekday-03,,,,,,330.266571045,MTABC,JAMAICA LIRR via 164 ST,MTABC_CPPC5-CP_C5-Weekday-03_7883817,MTABC_Q65,1,Q65,MTA_982095,MTA_553281,-73.828063965,40.757713318,approaching,150,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.288,f27bdaf3-64e5-4456-a28d-3c8f435041ee,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_551018,MTABC_532,normalProgress,2025-08-07T18:11:46.865-04:00,2025-08-07T18:11:46.865-04:00,,2025-08-07T18:08:35.789-04:00,2025-08-07T18:11:39.000-04:00,,1,2025-08-07,ULMER ST/25 AV,MTA_Q250253,MTABC_43120664-CPPC5-CP_C5-Weekday-03,,,,,,117.907577515,MTABC,COLLEGE POINT 5 AV,MTABC_CPPC5-CP_C5-Weekday-03_7883828,MTABC_Q25,0,Q25,MTA_982094,MTA_553139,-73.838798523,40.776115417,approaching,36,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.287,bacf70eb-a1cf-42dc-9131-6ddc8c4c4d87,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_101743,MTABC_1386,normalProgress,2025-08-07T18:11:46.905-04:00,2025-08-07T18:11:46.905-04:00,,2025-08-07T17:53:00.766-04:00,2025-08-07T18:11:38.923-04:00,,1,2025-08-07,CO-OP CITY BLVD/BELLAMY LOOP NORTH,MTA_BXM70269,MTABC_43137132-ECPC5-EC_C5-Weekday-03,,,,,,97.275001526,MTABC,CO-OP CITY DREISER LOOP via BRUCKNER EXY,MTABC_ECPC5-EC_C5-Weekday-03_7885345,MTABC_BXM7,0,BxM7,MTA_984019,MTA_450078,-73.824378967,40.874202728,at stop,15,0,,true,65,15,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.286,de0a1edf-c9f2-495f-af37-0bae6a1b1410,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_400124,MTABC_1393,normalProgress,2025-08-07T18:16:13.187-04:00,2025-08-07T18:16:13.187-04:00,,2025-08-07T18:07:11.760-04:00,2025-08-07T18:11:38.342-04:00,,1,2025-08-07,5 AV/E 72 ST,MTA_BXM100122,MTABC_43136765-ECPC5-EC_C5-Weekday-03,,,,,,234.274688721,MTABC,MIDTOWN 23 ST via 5 AV,MTABC_ECPC5-EC_C5-Weekday-03_7885165,MTABC_BXM10,1,BxM10,MTA_450082,MTA_150146,-73.962150574,40.779167175,0.6 miles away,915,0,,true,65,17,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.286,6e6e4f0f-134c-4cc0-8d08-d3f3b1de692c,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_101415,MTABC_1395,normalProgress,2025-08-07T18:29:34.284-04:00,2025-08-07T18:29:34.284-04:00,,2025-08-07T18:30:00.754-04:00,2025-08-07T18:11:19.952-04:00,,1,2025-08-07,MORRIS PK AV/ADAMS ST,MTA_BXM100128,MTABC_43136761-ECPC5-EC_C5-Weekday-03,,,,,,19.440034866,MTABC,WILLIAMSBRIDGE BOSTON RD via MORRIS PK AV via EASTCHSTR RD,MTABC_ECPC5-EC_C5-Weekday-03_7885290,MTABC_BXM10,0,BxM10,MTA_102052,MTA_450083,-73.914024353,40.803539276,3.7 miles away,5902,0,,true,,,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.285,0aac6a45-f953-4c4f-97f0-dd45745857ed,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_450055,MTABC_1398,normalProgress,2025-08-07T18:13:20.500-04:00,2025-08-07T18:13:20.500-04:00,,2025-08-07T18:09:35.749-04:00,2025-08-07T18:11:26.911-04:00,,1,2025-08-07,5 AV/W 34 ST,MTA_BXM60124,MTABC_43136739-ECPC5-EC_C5-Weekday-03,,,,,,231.849319458,MTABC,MIDTOWN 23 ST via 5 AV,MTABC_ECPC5-EC_C5-Weekday-03_7885332,MTABC_BXM6,1,BxM6,MTA_450082,MTA_103294,-73.982429504,40.751316071,< 1 stop away,336,0,,true,65,7,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.285,206a4181-8495-4939-a3f1-9dfdbb28ecc4,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
MTA_552002,MTABC_9290,normalProgress,2025-08-07T18:11:52.425-04:00,2025-08-07T18:11:52.425-04:00,,2025-08-07T18:10:00.742-04:00,2025-08-07T18:11:39.907-04:00,,1,2025-08-07,JUNCTION BLVD/ROOSEVELT AV,MTA_Q720195,MTABC_43130074-LGPC5-LG_C5-Weekday-03,,,,,,301.032196045,MTABC,REGO PARK 63 DR-QUEENS BL via JUNCTION BL,MTABC_LGPC5-LG_C5-Weekday-03_7884421,MTABC_Q72,1,Q72,MTA_553275,MTA_503848,-73.869338989,40.74905014,at stop,19,0,,true,80,24,"Thu, 07 Aug 2025 22:12:22 GMT",2025-08-07 22:12:28.284,16df19bc-5e81-4a52-a413-5e433937731b,2025-08-07 22:46:28.669,MTA_REALTIME,PROCESSED
